"departure","arrival","distance_km"
"2545V","2548",2.7
"2545R","2288",4.6
"2544A","2547",1
"2544A","2552",1.3
"2544A","2597",7
"2544A","2284",3.4
"2542J","3521",58.5
"3521","2545J",57.3
"2545L","2565",3.3
"2545W","2511",4.5
"2545J","2515",4.1
"2545J","9711",202.2
"2545K","2552",1.8
"2545W","2681",6.2
"2545W","2627",10.1
"2545R","2681",6.4
"2545K","3171",23.2
"2545K","2511",4.6
"2545S","2288",4.7
"2545S","1118",44.1
"2545S","2552",1.9
"2545T","2288",4.7
"2544A","2512",3.5
"2545R","3511",57.8
"2545R","2711",15
"2545X","2547",1.2
"2545X","2596",5.9
"2545X","2492",9.9
"2545X","2517",4.3
"2545W","2563",2.4
"2545W","2742",24.3
"2492","2545W",9.7
"2545R","2742",24
"2573","2544A",1.9
"2545W","2291",3.5
"2544A","3061",21.5
"2511","2544A",4.6
"2545L","2593",6.3
"2545V","2516",5.2
"2545V","2555",3.2
"2572","2545J",2.1
"2545X","2571",2.5
"2545X","2516",5.3
"2545X","2566",3.6
"2544A","2713",14.9
"2545S","3511",57.9
"2545L","2597",7.2
"2545L","1012",55.9
"2545L","2571",2.6
"2545K","2711",15.2
"2545K","2515",4.4
"2545N","2625",7.5
"2545R","2571",2.6
"2545V","2492",9.8
"2545W","2718",15.6
"2288","2544E",6.1
"2545V","2597",7.1
"2597","2533A",6.5
"2545V","2593",6.4
"2545J","2625",7.9
"2545J","2742",24.1
"2552","2545T",1.9
"2545T","2548",2.3
"2545R","2593",6.3
"9711","2545R",202.4
"2533A","2593",5.6
"2545W","2552",1.6
"2544B","3061",21.4
"2545N","3511",57.5
"2544A","2521",3.8
"2544A","3011",21.2
"2545B","2253",16
"2545V","3171",23.5
"2545X","2593",6.5
"2545T","2555",3.6
"2544B","2583",4.6
"2545W","2555",3.3
"2545K","2597",7.2
"2545K","2571",2.6
"2545V","2565",2.9
"2545T","3171",23.1
"2545T","2718",15.4
"2718","2533S",14.6
"2545T","2566",4
"2545X","2288",5.2
"2545L","2515",4.3
"2516","2545L",4.9
"2545K","2566",3.9
"2545K","2681",6.1
"2545R","1816",71.9
"2545R","2565",3.3
"2545R","2717",14
"2545V","2291",3.5
"2544B","3316",40.3
"2545K","2585",5.5
"2544A","2553",3.2
"2545T","3521",57.4
"2545X","2253",16
"2545X","2521",3.8
"2545X","3171",23.5
"2545X","2515",4.5
"2545J","2627",9.9
"2545X","3015",20.7
"2544B","2591",8.1
"2545X","2511",4.7
"2545J","2513",3.7
"2545L","2596",5.9
"2545L","2572",2.3
"2545W","2512",3.5
"2545S","2555",3.5
"2545S","2627",9.7
"2545X","2572",2.4
"2544B","2651",15
"2544B","2713",14.9
"2545L","2513",4
"2544A","2585",5.2
"2545T","2517",4.6
"2545K","2717",14.2
"2544A","2593",6.4
"2544A","3316",40.4
"2545X","2678",8.4
"2545V","2628",9.1
"2545K","1435",37.7
"2545L","3171",23.1
"2544A","2665",18.7
"2545T","2253",16
"2545T","2681",6.2
"2545T","2291",3.1
"2544B","2516",5.2
"2742","2545X",24.5
"2544A","2382",19.4
"2627","2545R",9.6
"2545N","2513",3.8
"2545W","2597",7
"2545T","2678",8.1
"2545X","1435",37.8
"1435","2533L",36.1
"2544B","2512",3.5
"2544B","3011",21.1
"2545K","2521",3.7
"2545K","2517",4.5
"2545L","1119",42.2
"2545S","2492",9.6
"2545T","2597",7.3
"2545W","2288",5
"2545W","3511",58
"2545K","2555",3.4
"2545V","3511",58.2
"2545T","2514",5
"2545W","1435",37.6
"2545L","2555",3.7
"2545T","2742",24.2
"2545T","2565",3.3
"2545T","1816",72.1
"2627","2545T",9.7
"2545L","2585",5.5
"2545K","1012",56
"2544A","5171",69.5
"2545K","9711",202.5
"2545T","2521",3.7
"2545X","2625",8.2
"2492","2545T",9.6
"2545T","3511",57.9
"2545W","2625",8.1
"2545R","2572",2.3
"2544A","2671",7.6
"2545V","2563",2.5
"2544A","2652",14.9
"2544B","2573",1.9
"2545S","2711",15.1
"2545K","2548",2.5
"2545W","3171",23.5
"2544B","2914",25.7
"2545L","2627",9.6
"2545K","2565",3.2
"2544B","2597",7
"2545W","2253",15.8
"2545S","2514",4.9
"2545S","2512",3.7
"2545P","2547",1.6
"2545J","1816",71.7
"2545L","2291",3.1
"2545L","2566",4
"2545X","2711",15.5
"2545W","2566",3.5
"2545S","2516",5.1
"2544B","2555",3
"2545K","2288",4.8
"2544B","2665",18.6
"2545T","1119",42.4
"2544A","1012",56
"2544A","2583",4.5
"2512","2532R",2.9
"2545W","1118",43.9
"2545W","9711",202.4
"2545W","3521",57.5
"2545W","2717",14.2
"2542T","2627",9
"2545V","2678",8.4
"2545V","2517",4.3
"2545N","2628",8.4
"2572","2545T",2.4
"2545L","2492",9.4
"2545T","2585",5.6
"2545W","2678",8.5
"2545W","2572",2.2
"2545R","1118",43.9
"2545S","2517",4.5
"2545V","2627",10.1
"2545K","2627",9.8
"2597","2545J",6.9
"2544A","2914",25.8
"2545N","1012",55.6
"2545X","1119",42.4
"2544A","2591",8.1
"2544B","2547",1
"2288","2544N",6.3
"2545R","2291",3.1
"2544B","1012",56
"2545V","2742",24.4
"2545K","2628",8.8
"2718","2545V",15.7
"2545V","2288",5.1
"2544A","2132",40.5
"2545T","1118",44.1
"2545W","2565",2.8
"2544A","2681",6
"2545W","1119",42.2
"2545K","2291",3.2
"2545X","3511",58.2
"2545L","1118",44
"2545S","2572",2.4
"2545K","2718",15.5
"2545L","1816",71.9
"2545V","2625",8.1
"2545V","2515",4.4
"2544B","2681",6
"2545T","1435",37.7
"2545X","1118",44.2
"2545K","2572",2.4
"2545J","3015",20.4
"2545K","2678",8.2
"2545R","1012",55.9
"2545R","2628",8.6
"2545T","2717",14.2
"2545L","1435",37.6
"2545L","2718",15.3
"2545L","2285",2.2
"2545N","2678",8.3
"2544A","2651",15.1
"2545L","2288",4.6
"2545L","3511",57.8
"2545X","2565",2.9
"2545S","2628",8.7
"2545R","2718",15.3
"2545S","3171",23.1
"2544A","2685",4.1
"2545X","9711",202.6
"2545S","1435",37.7
"2544A","2514",4.7
"2545V","1816",71.9
"2545R","2512",3.5
"2545X","2555",3.1
"2545V","1118",44.1
"2545R","2285",2.2
"2544A","2584",5.7
"2544A","2555",3
"2545S","2571",2.6
"2544B","2685",4.1
"2544B","5171",69.4
"5171","2533S",68.7
"2544A","1043",53.4
"2545L","2564",2.6
"2544A","2517",4.1
"2545R","1435",37.5
"2545V","1435",37.7
"2545R","2564",2.5
"2545R","3171",23.1
"2545W","1816",71.7
"2545L","2625",7.6
"2545L","9711",202.4
"2545S","2596",6
"2545X","2681",6
"2545X","2514",4.8
"2545K","3511",58
"2545T","2285",2.3
"2545V","2564",2.1
"2545S","2515",4.4
"2545W","3015",20.6
"2545W","1012",55.9
"2545K","2742",24.2
"2544B","2517",4.2
"2545S","9711",202.5
"2545K","1119",42.4
"2545S","2513",4.1
"2545X","2513",4
"2544B","2514",4.7
"2545V","2585",5.4
"2285","2544L",3.5
"2545T","2512",3.7
"2545K","1816",72
"2545R","1119",42.2
"2545X","2512",3.7
"2625","2543A",7.7
"2545W","2564",2.1
"9711","2544M",204.2
"2545K","1118",44.1
"2545S","1119",42.4
"2544B","2585",5.2
"2545W","2628",9.1
"2545R","2513",4
"2545L","2514",4.8
"2545L","2253",15.8
"2544H","2288",5.4
"2545K","2492",9.7
"2545T","2563",2.9
"2545L","2717",14
"2545W","2285",2.6
"2545V","2285",2.7
"2545X","2291",3.5
"2545X","3521",57.8
"2545R","3015",20.1
"2545R","2253",15.8
"2545K","3521",57.5
"2545V","2514",4.8
"2545T","2596",6.1
"2545S","2717",14.2
"2544B","2641",12.1
"2545R","2596",5.9
"2545X","1816",71.9
"2545V","2711",15.4
"2545K","3015",20.3
"2544B","1043",53.4
"2545N","3015",19.9
"2545V","2513",4
"2545T","1012",56
"2711","2544N",17.2
"2545K","2512",3.6
"2545X","2717",14.4
"2545J","2717",14
"2545P","2521",3.1
"2597","2533J",6.4
"2545X","2564",2.1
"2545R","2625",7.7
"2545V","2596",5.9
"2546E","9711",201.8
"2545V","3015",20.6
"2545V","1119",42.4
"2253","2544N",18.3
"2545S","2565",3.3
"2545K","2514",4.9
"2542E","3061",20.3
"2545X","2563",2.5
"2681","2533J",7.7
"2545R","2678",8.2
"2545S","2678",8.2
"2545K","2253",15.9
"2545J","2718",15.4
"2545V","2253",16
"2545J","1435",37.4
"2545L","3015",20.1
"2285","2533H",1.4
"1816","2543A",72.6
"2545T","2564",2.6
"2545L","2711",15
"2545X","2597",7.1
"2545X","2628",9.2
"2545L","2512",3.6
"2545J","2711",15
"2545K","2564",2.4
"2545T","2628",8.7
"2545J","2563",2.5
"2544A","2641",12.2
"2545X","1012",56.1
"2546X","9711",201.3
"2533H","2253",14.9
"2545R","2563",2.8
"2641","2542N",12.1
"1119","2533J",41
"2545W","2585",5.2
"2533J","2492",8.1
"2545K","2596",6
"2545S","2563",2.8
"2545T","2625",7.7
"2545X","2718",15.8
"2545W","2596",5.8
"2545S","2597",7.3
"2533H","2288",3.6
"2533L","2516",3.4
"2545V","2717",14.4
"2545L","2678",8.2
"2545S","2285",2.3
"2546V","2492",9.2
"2545V","2573",2
"2552","2543V",1.9
"9711","2546V",201.4
"2591","2532B",6.9
"2288","2543S",5
"2511","2545P",4.2
"2546V","2627",10.6
"3511","2533E",56.4
"2717","2533S",13
"2545X","2585",5.4
"2545L","2628",8.6
"2545S","2718",15.5
"2572","2533J",1.5
"2545N","2596",5.7
"2717","2545P",13.6
"2583","2542N",6.6
"2546V","2742",24
"2545S","3015",20.2
"2382","2545H",18.9
"2717","2544J",15.1
"1118","2533J",42.7
"2532R","2284",1.5
"2533C","2515",3.3
"2597","2533H",6.7
"2542E","9711",203.6
"3171","2544H",23.3
"2285","2533J",1.5
"2545L","2563",2.8
"1435","2533B",37
"2625","2544J",8.1
"2545K","2285",2.4
"2742","2544H",25
"2563","2533V",2.8
"2665","2542N",18.9
"2717","2544H",15
"3171","2544L",22.5
"2545S","2625",7.7
"2625","2544M",8.1
"2545S","2585",5.5
"3015","2533J",19.5
"2545S","2253",15.9
"2545S","2564",2.5
"2711","2533H",13.9
"1435","2544E",38.9
"2564","2533C",3.2
"2533A","2289",5.1
"2533A","2525",1.9
"2541A","2909",24.2
"2533A","2613",6.6
"2533A","3316",40
"2541A","2564",2
"2541V","2511",4.1
"2541V","2719",13.3
"2545P","1012",55.5
"2545P","2742",23.6
"2284","2541V",2.7
"2541V","2681",6.7
"2541V","2685",4.6
"2533A","1018",55.9
"2541V","2512",3.1
"2641","2541V",11.4
"2541V","2291",3.6
"2533A","1013",55.8
"2541V","2548",2.6
"2541B","2291",3.6
"2541B","2641",11.7
"2541B","2572",1.9
"2541V","2616",7.7
"2541B","2548",2.7
"2541B","2551",2.6
"2541B","2616",8
"2541B","2517",4
"2541V","2517",4
"2541V","2551",2.9
"2517","2545P",4.3
"2541V","2547",1.3
"2541V","2909",23.9
"2541V","1951",52.5
"2541A","2491",7.8
"2541A","1951",52.5
"2545P","2515",3.9
"2533A","3528",55
"3528","2533C",54
"2545P","2514",4.5
"2548","2545P",2.3
"2545P","2627",9.5
"2541A","2511",4.2
"2541A","2551",2.6
"2541V","3066",22.7
"2541V","2521",3.1
"2545P","3511",57.4
"2545P","2492",9.1
"2541A","2616",8.1
"2541A","2719",13.6
"2541B","2562",2.6
"2541B","2284",2.9
"2541B","2555",3.5
"2545P","3015",20
"2541B","3511",57.8
"2541B","2594",6.6
"2541A","3511",57.8
"2541A","2291",3.7
"2533A","2026",48.4
"2541A","2517",3.9
"2284","2541A",3
"2541A","2594",6.5
"2541V","1034",59
"2544G","1034",60.6
"2541A","2548",2.8
"2541V","2582",4.7
"2541A","2512",3.1
"2541A","2685",4.5
"2541A","2562",2.5
"2545P","3171",23.1
"2545P","2552",2.3
"2565","2541V",3
"2545P","2513",3.7
"2541A","2565",2.7
"2572","2541A",1.9
"2541A","1118",43.6
"2545P","2566",4
"2545P","2718",14.9
"2541V","2572",1.8
"2533V","2641",10.6
"2541A","2681",6.5
"2541B","2583",4.7
"2541B","2511",4.2
"2541B","1951",52.5
"2541X","5171",69.2
"2541V","2594",6.4
"2541V","3511",57.5
"2541A","2547",1
"2541A","2641",11.8
"2541V","2491",7.5
"2541V","2671",8
"2545P","1119",41.8
"2541B","2565",2.8
"2545P","2571",2.3
"2541A","2514",4.4
"2533A","2681",6.8
"2594","2545N",6.6
"2541V","1118",43.5
"2541A","2525",2.3
"2533A","2284",2.7
"1018","2545G",56.4
"2545P","2681",6.7
"2026","2533J",48.1
"2545P","2288",4.3
"2545P","9711",202
"2541B","2525",2.3
"2541B","2681",6.5
"2541B","2719",13.6
"2613","2545G",6.4
"2541A","3066",23
"2541B","2909",24.1
"2541A","1034",59.1
"2541B","2671",7.9
"2541V","2514",4.3
"2545P","2572",2
"2541V","2583",4.8
"2541V","2555",3.7
"2545J","2685",4.4
"2545P","2585",5.3
"2541A","2582",4.5
"2545P","1435",37.2
"2541V","5171",68.8
"2541V","2562",2.6
"2541V","2525",2.1
"1018","2533J",55.3
"2541X","2554",3.9
"2541B","3066",23
"2563","2545P",2.7
"2541B","2491",7.8
"2541B","2685",4.5
"2533S","3528",54.5
"2545P","2555",4
"1435","2544N",40.1
"2545P","1118",43.6
"2541A","2583",4.6
"2541A","2286",4.3
"2541B","2547",1.1
"2544H","1034",60.3
"2544J","1119",43.3
"2533A","2522",3.4
"2613","2533L",5.7
"2291","2533L",3.9
"2541B","2512",3.2
"2545P","2285",1.9
"2545P","1816",71.7
"2545P","3521",56.9
"3528","2533H",54.2
"2545P","2625",7.5
"2711","2544J",16.1
"2545P","2596",5.6
"2545P","2628",8.4
"2585","2533L",4.7
"2616","2543R",8.1
"2533J","2719",12.2
"2541B","2514",4.4
"2541B","1034",59.1
"2541A","2671",8
"2544J","1951",53.7
"2541T","2283",2.9
"3511","2542N",58.9
"2909","2533J",23
"2545B","2641",11.4
"2594","2533H",6.1
"2541A","2283",3.4
"2533A","2572",1.6
"2492","2543B",10.5
"2541X","2564",1.9
"3066","2543A",23
"2289","2543R",5.7
"3528","2545G",55.2
"2541V","2282",3.9
"2541B","2286",4.2
"2541B","1118",43.7
"2289","2533C",4
"2289","2533H",4.2
"2545J","2613",6.6
"2541V","2573",1.6
"2541A","5171",69.2
"2282","2545J",4.2
"2289","2545H",4.6
"2718","2544H",16.2
"2545P","2597",6.9
"2711","2533A",14.6
"2554","2544G",3.7
"2533B","2514",4.4
"2491","2533G",6.9
"2026","2533G",48.5
"2541V","2564",2.3
"2681","2543R",5.7
"2711","2545P",14.6
"2597","2533L",6.2
"3528","2533L",53.8
"2513","2544L",6
"1013","2543R",57.2
"2545P","2564",2.6
"2542X","2547",3.1
"2722","2542N",17.5
"2546C","2492",9.3
"2541B","2582",4.6
"2681","2533G",7.3
"1118","2544H",44.8
"2545G","1013",56.3
"2541A","2521",3.3
"2583","2545N",5.2
"2545H","2719",12.9
"2522","2543R",4.6
"2513","2533S",2.8
"2533H","2681",7.5
"2565","2544G",3.7
"2282","2544N",6.4
"2541V","2554",4.2
"3511","2533G",56.8
"2541A","2554",3.9
"2541X","2521",3.2
"2541A","2555",3.4
"2563","2544J",3.2
"1018","2533H",55.6
"2678","2533S",9.2
"2542J","9711",203.9
"2541V","2283",3.1
"2289","2545G",5.2
"2283","2544N",5.5
"2671","2545J",7.7
"2554","2544N",3.8
"2616","2544H",8.6
"2533V","9711",201.4
"1013","2533J",55.2
"2289","2533J",4.1
"2531R","2516",2.9
"2531R","2511",3.2
"2531R","2521",1.6
"2531R","2284",1.1
"2531P","2595",4.1
"2547","2531P",2.8
"2531P","2611",5.5
"2531H","2513",3.1
"2531R","2562",3.2
"2531R","2281",2.5
"2531G","2514",3.9
"2531R","2522",1.8
"2531R","2611",5.5
"2531N","2281",2.5
"2531N","2574",2.6
"2531N","2564",3.9
"2531P","2574",2.4
"2531R","2291",4
"2531R","2288",2.9
"2531R","3087",20.2
"2531R","2574",2.5
"2533S","3087",21.4
"2285","2531R",1.4
"2531N","1066",47.6
"2531J","2521",2.1
"2531J","5143",67.9
"2531R","1312",70.3
"2531H","2517",4.3
"2531R","2282",1.9
"2531R","1066",47.5
"2531H","2288",3
"2531J","2281",3
"2531J","2564",3.8
"2531R","3072",20.7
"3072","2533B",21.5
"2531R","2595",3.9
"2532C","2571",2.2
"2531P","2521",1.9
"2531N","1312",70.3
"2531N","2547",3
"2531P","2596",5
"2531P","2288",2.9
"2532E","2316",19.2
"2532E","2676",11.6
"2531P","2564",3.8
"2532E","2548",2
"2531P","2284",1.1
"2531J","2522",2.3
"2532C","2495",3.8
"2532C","2676",12.4
"2531G","2281",2.7
"2532E","2333",17.9
"2531H","2284",1.2
"2531G","2291",3.9
"2531G","2547",2.8
"2531G","2521",1.7
"2531R","2514",3.9
"2531J","2512",2.9
"2531N","2841",24.3
"2531H","2566",4.9
"2531H","2597",6.4
"2531H","2562",3.1
"2531J","2597",6.7
"2531N","2284",1
"2531N","2562",3.3
"2531N","2521",1.7
"2531N","2611",5.4
"2531N","2513",3.3
"2531R","3011",19.2
"2532E","2522",2.6
"2531G","2611",5.6
"2531G","2522",1.9
"2531G","2284",1.2
"2531H","1066",47.6
"2281","2531H",2.6
"2531H","2611",5.6
"2544C","2611",8.1
"2531P","3072",20.7
"2531J","3072",20.7
"2562","2531J",3.3
"2531J","2285",1
"2547","2531J",2.8
"2531P","3087",20.2
"2531P","2491",5.9
"2531R","2597",6.4
"2531P","4284",55.8
"2281","2531P",2.8
"2532E","2511",3.8
"2531J","2282",2.3
"2531J","2288",2.9
"2531R","2512",2.5
"2532E","2516",3.7
"2531J","2517",4.6
"2517","2531V",3.8
"2531J","2566",5
"2531R","2491",5.6
"2512","2531P",2.7
"2531J","1312",70.8
"1312","2531H",70.4
"2531N","3072",20.6
"2531N","2511",3.3
"2531H","2574",2.3
"2532C","2548",2.8
"2531H","2514",3.9
"2531P","2515",2.9
"2532C","2281",2.6
"2541R","2513",4.2
"2513","2531R",3.2
"2531R","2517",4.3
"2531P","2524",0.8
"2531H","5143",67.9
"2531X","2712",14
"2712","2531P",13.6
"2531J","2284",1.1
"2531R","2596",4.8
"2531J","2573",2.3
"2531J","2574",2.4
"2531N","2522",1.9
"2531R","2564",3.9
"2531N","3087",20.1
"3087","2542K",20.6
"2531H","2522",1.9
"2531J","3011",19.2
"2531P","2522",2.1
"2531P","2566",5
"2531H","3087",20.3
"2531R","3522",55.3
"2531H","2516",3
"2531P","2511",3.4
"2531P","2562",3.2
"2531G","2566",4.9
"2531J","2595",4.4
"2531P","3013",18
"2531P","1066",47.8
"2531P","2285",1.2
"2531N","2285",1.3
"2531R","4284",55.7
"2532E","2495",4.5
"2532E","3584",59.9
"2532E","2288",3.3
"2531G","2595",4
"2531G","2574",2.3
"2531N","2288",2.8
"2531N","3013",17.8
"2531N","2597",6.5
"2531N","2595",4
"2512","2532C",2.3
"2531H","3013",18.1
"2531J","2524",1
"2524","2533V",1.7
"2531N","2596",4.9
"2531H","3522",55.5
"2531G","1312",70.4
"2532C","2288",3.2
"2531J","2513",3.5
"2531J","2511",3.6
"2532E","2284",1.4
"2532E","2671",8.4
"2531R","5143",67.8
"2531R","2566",5
"2513","2531X",2.5
"2531P","2282",2.2
"2544H","2285",3
"2544H","2281",5.7
"2531P","2573",2.2
"2531P","2514",4
"2531P","3011",19.2
"2611","2531J",5.5
"2531H","2596",4.8
"2531R","3013",17.9
"2531G","2285",1.4
"2531H","2712",13.6
"2531R","2515",2.6
"2491","2531H",5.8
"2531P","2597",6.5
"2531H","2595",4
"2532E","1118",42.9
"2532E","2512",3
"2531H","2515",2.7
"2531J","1066",48
"3013","2545G",19.3
"2531R","2841",24.4
"2531J","2491",6.1
"2532E","2289",3.9
"2676","2533E",12
"2531R","2712",13.4
"2531J","3013",17.9
"2531P","2517",4.4
"2531G","2597",6.4
"2531H","3011",19.3
"2532C","1118",42.1
"2532C","2316",18.4
"2531N","2286",2.9
"2286","2533B",3.5
"2531H","2282",2.1
"2531J","2712",13.8
"2531G","2517",4.3
"2532C","2574",2.2
"2531N","2491",5.7
"2531P","2525",1.5
"2531J","3087",20.1
"2541R","2281",4.4
"2532E","3313",42.9
"2532E","2571",2.5
"2531N","3011",19.1
"2531P","1312",70.6
"2531N","2291",3.9
"2531N","2515",2.8
"2531P","3522",55.6
"2595","2531V",3.7
"2532C","2525",1.1
"2531G","2282",2.1
"2531H","2573",2.2
"2531R","2524",0.5
"2524","2542J",4.1
"2531G","2596",4.8
"2285","2531X",2.1
"4284","2541R",56.8
"3011","2531X",20.1
"2531N","2566",5.1
"2531G","2286",3.1
"2544N","2281",7.1
"2533S","2281",3.8
"2531N","2512",2.7
"2531J","2516",3.4
"2531N","3522",55.3
"2531J","2841",24.7
"2841","2545G",26.4
"2531G","2288",3
"2531G","2562",3.1
"2532C","2595",3.8
"2532C","2283",1.4
"2531H","3072",20.8
"2286","2531V",3.6
"2495","2533C",4.6
"2532C","3454",49.8
"2531H","2524",0.7
"2531H","2286",3.1
"2531H","2525",1.3
"2531G","3522",55.5
"2531N","2516",3
"2532C","2289",3.5
"2531H","2841",24.5
"2841","2545A",27.4
"2531G","2511",3.3
"2532C","2572",1.5
"2532C","3171",23
"2531H","2564",3.7
"2533V","2281",3.6
"2531X","3087",21.1
"2521","2531V",1.5
"2531P","2841",24.6
"2531P","2513",3.3
"2531N","2712",13.4
"1312","2533S",71.2
"2532C","2333",17.1
"2531N","2514",4
"2531R","2286",3
"2531N","2573",2.4
"2532E","2525",1.7
"2531J","2291",3.5
"2491","2545A",8.5
"2491","2531X",6.1
"2532E","2572",1.9
"2524","2531X",1.1
"2532E","2595",4.6
"2531N","4284",55.6
"2531G","2712",13.6
"2531J","2514",4.2
"4284","2531J",55.8
"2531P","2516",3.2
"2522","2533V",2.8
"2522","2545N",3.6
"2532C","3584",59.2
"2531G","3011",19.3
"2531N","2517",4.5
"2531H","4284",55.8
"2531G","4284",55.8
"2531G","2525",1.3
"2531J","2286",2.8
"2531N","2524",0.6
"2531N","2282",1.9
"2541R","2611",6.3
"2531J","2525",1.7
"2524","2531V",0.8
"2533J","2281",3.3
"2531G","3072",20.8
"2574","2531V",1.9
"2531G","1066",47.6
"2531N","5143",67.7
"5143","2531V",68.4
"2531J","2515",3.1
"2531R","2573",2.3
"2564","2531X",3
"2532C","2522",1.8
"2533S","2611",6.9
"2512","2531H",2.5
"2531N","2525",1.5
"2532E","3171",22.6
"2533V","2611",6.3
"2545G","2286",4
"2531P","5143",67.9
"2531J","3522",55.7
"2282","2531X",2.6
"2522","2542K",5.1
"2531G","2564",3.7
"2531T","2574",2
"2531G","2513",3.2
"2531V","2285",1.9
"2512","2531X",2
"2544H","2611",7.7
"2531G","2841",24.5
"2531G","5143",67.9
"5143","2545G",69.4
"2712","2533B",14.9
"2531X","2574",1.6
"2522","2541R",3.7
"2841","2531V",24.8
"2513","2531V",2.7
"2676","2531V",12.5
"2532C","2611",5.8
"2531G","2573",2.2
"2544J","2281",5.9
"2522","2531X",2.1
"2532E","3454",50.5
"3454","2533J",50.5
"3313","2533H",43.2
"2531T","2285",1.7
"2522","2542J",5.3
"2532C","3313",42.8
"2521","2531X",1.6
"3522","2531T",55.6
"2288","2531V",3.5
"2531G","2516",3
"2516","2531X",3.1
"2533S","2316",19.1
"4284","2545H",56.7
"2533J","3584",59.9
"2522","2531V",1.9
"2531G","2512",2.6
"2531R","2525",1.3
"2531G","3013",18
"2524","2541R",2.5
"2531G","2515",2.7
"2597","2531X",5.8
"2712","2545G",15.5
"2531J","2596",5.2
"2545G","1066",49.2
"2522","2533S",2.8
"1066","2541R",49.4
"2533V","3013",18.7
"2531P","2286",3
"5143","2533B",68.9
"3011","2531V",19.8
"2531G","3087",20.3
"2545J","2611",7.1
"2595","2545P",5.2
"2532E","2547",2.4
"2513","2533V",3.3
"2532E","2283",1.9
"2531G","2524",0.7
"2597","2531V",5.9
"2288","2531X",3.8
"2517","2531T",3.9
"2316","2533A",19.6
"2521","2531T",1.5
"3013","2542J",19.3
"2574","2545G",1.6
"1066","2542K",50.8
"3087","2545G",21.2
"3072","2541R",21.2
"2521","2544D",4.8
"2531G","2491",5.8
"3011","2545H",19.8
"2517","2531X",3.5
"2282","2533V",3.1
"2284","2542K",3.5
"1312","2545G",72.2
"2542J","2712",16.8
"2542K","3013",18.9
"2533T","2289",4
"2533T","3316",38.9
"2533H","1013",55.6
"2533L","2525",1.2
"2533G","2613",5.7
"2533K","2511",3.4
"2533K","2525",1.3
"2533K","2613",5.7
"2532R","2511",3.7
"2532R","1118",42.8
"2533K","2555",4.9
"2532R","2495",4.5
"2495","2533S",5
"2533G","3316",39.1
"2533V","3316",39.2
"2533X","2613",5.7
"2533X","2291",3.2
"2533X","2521",2.8
"2533X","3316",39.1
"2532R","2571",2.4
"2533T","2525",1.7
"2533E","1018",55.2
"2533E","2613",5.9
"2533T","2555",4.9
"2533T","3528",54
"2533L","3316",39.2
"2531T","2522",1.9
"2531T","2281",2.7
"2531T","2611",6
"2532R","2548",2.1
"2533G","2291",3.3
"2533G","2525",1.9
"2533L","1013",55
"2533L","2289",4
"2533T","2511",3.7
"2533E","2491",6.5
"2533E","2525",1.3
"2533X","2555",4.5
"2533X","1013",55.8
"2533X","2525",2
"2532R","2547",2.4
"2533G","1013",55.7
"2533K","2291",3.8
"2533K","2548",2.5
"2532R","2289",3.9
"2532R","2316",19.2
"2533T","2491",6.6
"2533E","2283",2.1
"3316","2533J",39.1
"2533K","3528",53.9
"2532R","2288",3.4
"2533G","1018",55.8
"2533V","2613",5.8
"2532R","3454",50.5
"2531T","2284",1.6
"2284","2531X",2
"2531T","2562",2.7
"2533G","3528",54.3
"2533G","2282",3.2
"2533K","2521",2.1
"2533T","2026",48.3
"2026","2533L",47.9
"2533T","2613",5.5
"2533S","2681",7.4
"2291","2533T",3.4
"2533T","2282",2.8
"2532R","2676",11.6
"2533E","3316",39.3
"2533E","2512",2.4
"2533E","2282",2.8
"2533X","2026",48.7
"2533X","2511",4
"2533E","3528",54
"2532R","2671",8.5
"2532R","2595",4.5
"2533T","1018",55.5
"2533E","2026",47.9
"2533K","2282",2.7
"2533X","2282",3.3
"2533L","3171",23.1
"2533T","2522",2.6
"2531T","2514",3.5
"2531T","2595",3.8
"2531T","2511",3
"2533S","1013",55.3
"2533S","2613",6.4
"2533K","1013",55.1
"2533K","3316",39.1
"2533X","2284",1.9
"2533L","2522",2.3
"2533T","1013",55.4
"2533K","2681",7.8
"2531T","3013",18.4
"2533K","2491",6.4
"2533K","1018",55.2
"2533V","2289",4.3
"2533S","1018",55.4
"2533G","2289",4.3
"3584","2532R",59.9
"2282","2543R",4.8
"2533H","3316",39.1
"2532R","2572",1.8
"2533X","2512",3.1
"2533K","2283",1.9
"2533V","1013",55.5
"2533X","2491",7.1
"2491","2533S",6.9
"2533T","2521",2.3
"2533T","2548",2.2
"2676","2533J",11.8
"2533T","2681",7.7
"2531T","2712",13.7
"2531T","2547",2.6
"2533G","2512",3
"2533X","2681",7.2
"2532R","2333",17.8
"2533K","2512",2.5
"2533K","2289",4
"2533L","2282",2.6
"2533X","1018",55.9
"2533T","2512",2.9
